Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-13-01-01,,"糟了！#我们果然来迟了一步！","糟了！#我们果然来迟了一步！"
Conversation-13-01-02,,"不要紧，村中的居民好象都已经先撤走了饿，只剩下一些战士还在抵挡兽人的攻势。。。。","不要紧，村中的居民好象都已经先撤走了饿，只剩下一些战士还在抵挡兽人的攻势。。。。"
Conversation-13-01-03,,"好极了，宝箱好象都还安然无恙，不知道「火焰之眼」是否。。。","好极了，宝箱好象都还安然无恙，不知道「火焰之眼」是否。。。"
Conversation-13-01-04,,"你说什么？","你说什么？"
Conversation-13-01-05,,"。。没事！没事！#我们赶快去帮忙吧！","。。没事！没事！#我们赶快去帮忙吧！"
Conversation-13-01-06,,"没错！#把那些兽人杀个落花流水！我们上吧！","没错！#把那些兽人杀个落花流水！我们上吧！"
Conversation-13-05-01,,"年轻人，你们年纪轻轻就有这种武艺，真是了不起！#这件重要的宝物绝不能让它落入兽人的手中，就先拜托你保管了。。。","年轻人，你们年纪轻轻就有这种武艺，真是了不起！#这件重要的宝物绝不能让它落入兽人的手中，就先拜托你保管了。。。"
Conversation-13-05-02,,"好的！#这是。。。","好的！#这是。。。"
Conversation-13-05-03,,"你会发现它的功用的，代替我好好使用它吧！","你会发现它的功用的，代替我好好使用它吧！"
Conversation-13-02-01,,"我的天啊！#这是怎么一回事？","我的天啊！#这是怎么一回事？"
Conversation-13-02-02,,"老。。老爹！#您怎么来了？","老。。老爹！#您怎么来了？"
Conversation-13-02-03,,"怎么？我不能来吗？#我只是来看个老朋友而已。。怎么会变成这样子？","怎么？我不能来吗？#我只是来看个老朋友而已。。怎么会变成这样子？"
Conversation-13-02-04,,"兽人大军来攻，村内的居民好象都逃光了，我们正在迎战敌军。。。","兽人大军来攻，村内的居民好象都逃光了，我们正在迎战敌军。。。"
Conversation-13-02-05,,"兽人？#这些家伙是活的不耐烦了？#我先来给他们几斧头再说！#小子啊，你也要好好干！","兽人？#这些家伙是活的不耐烦了？#我先来给他们几斧头再说！#小子啊，你也要好好干！"
Conversation-13-02-06,,"是的，老爹！","是的，老爹！"
Conversation-13-02-07,,"哈瓦特老爹，欢迎加入！","哈瓦特老爹，欢迎加入！"
Conversation-13-03-01,,"吼呜！宰了这些家伙。。。","吼呜！宰了这些家伙。。。"
Conversation-13-04-01,,"你们不是贝克威和珊吗？#还有好久不见的哈瓦那老爹幸好你们带了帮手来，要不然我们真会抵挡不住了。#不过，你们又怎么会知道兽人大军前来攻击呢？","你们不是贝克威和珊吗？#还有好久不见的哈瓦那老爹幸好你们带了帮手来，要不然我们真会抵挡不住了。#不过，你们又怎么会知道兽人大军前来攻击呢？"
Conversation-13-04-02,,"凑巧啦！还好这些朋友愿意帮忙。#城中的居民呢？","凑巧啦！还好这些朋友愿意帮忙。#城中的居民呢？"
Conversation-13-04-03,,"我们事先收到警告，居民都连夜撤到安全的地方去了。#不过听说兽人大军还在离哈斯米尔不远的兰迪平原驻屯，眼前情势仍然很险恶。。。","我们事先收到警告，居民都连夜撤到安全的地方去了。#不过听说兽人大军还在离哈斯米尔不远的兰迪平原驻屯，眼前情势仍然很险恶。。。"
Conversation-13-04-04,,"对了，兽人大军为何要攻打哈斯米尔？#我到现在还是不明白。","对了，兽人大军为何要攻打哈斯米尔？#我到现在还是不明白。"
Conversation-13-04-05,,"这一点我们也不清楚，不过他们在开战前曾大声宣言，要把精灵族杀戮殆尽，为何如此我们并不清楚。。。","这一点我们也不清楚，不过他们在开战前曾大声宣言，要把精灵族杀戮殆尽，为何如此我们并不清楚。。。"
Conversation-13-04-06,,"还不简单！#兽人大军现在不是驻屯在那个什么平原吗？#我们去把他们杀个人仰马翻，再抓几个来问问不就好了？","还不简单！#兽人大军现在不是驻屯在那个什么平原吗？#我们去把他们杀个人仰马翻，再抓几个来问问不就好了？"
Conversation-13-04-07,,"典型的索尔作风。。。。#不过也不失为一个好方法。","典型的索尔作风。。。。#不过也不失为一个好方法。"
Conversation-13-04-08,,"是啊，让那些兽人继续待在那里太危险了，先把他们在野外歼灭，免得他们又来进攻。","是啊，让那些兽人继续待在那里太危险了，先把他们在野外歼灭，免得他们又来进攻。"
Conversation-13-04-09,,"正好老爹也来了，我们的战力大增，要对付那些兽人相信不是难事。#老爹，你会和我们一起去吧！","正好老爹也来了，我们的战力大增，要对付那些兽人相信不是难事。#老爹，你会和我们一起去吧！"
Conversation-13-04-10,,"当然！就这几只兽人，那能让我过瘾呢！#再说，我也想看看这些日子以来，小子长进了多少。哈哈哈！","当然！就这几只兽人，那能让我过瘾呢！#再说，我也想看看这些日子以来，小子长进了多少。哈哈哈！"
Conversation-13-04-11,,"既然如此，那我们稍事休息之后就出发吧！","既然如此，那我们稍事休息之后就出发吧！"
