Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-25-01-01,,"果然不愧是龙人族之长，终于让你找到这里了！","果然不愧是龙人族之长，终于让你找到这里了！"
Conversation-25-01-02,,"你竟敢利用恶魔敏来逞一己的野心私欲，实在是不可原谅","你竟敢利用恶魔敏来逞一己的野心私欲，实在是不可原谅"
Conversation-25-01-03,,"恶魔族本来就是我们创造的，要如何使用他们是我们的事！#而且，你既然知道了这些事，我就不会让你活着离开这里。。。。","恶魔族本来就是我们创造的，要如何使用他们是我们的事！#而且，你既然知道了这些事，我就不会让你活着离开这里。。。。"
Conversation-25-01-04,,"我手下的援军马上就赶到了，今天要让你看看龙人族战士的力量！","我手下的援军马上就赶到了，今天要让你看看龙人族战士的力量！"
Conversation-25-01-05,,"真惊人的声势，你到底派来了什么援军？","真惊人的声势，你到底派来了什么援军？"
Conversation-25-01-06,,"这。。好象不是。。","这。。好象不是。。"
Conversation-25-01-07,,"终于停了！","终于停了！"
Conversation-25-01-08,,"呜。。真烂的着陆法！还没和敌人交战就摔掉半条命了。。。。","呜。。真烂的着陆法！还没和敌人交战就摔掉半条命了。。。。"
Conversation-25-01-09,,"悠妮，悠妮！你没有受伤吧？","悠妮，悠妮！你没有受伤吧？"
Conversation-25-01-10,,"还好，一点伤都没有。。索尔你也还好吧？","还好，一点伤都没有。。索尔你也还好吧？"
Conversation-25-01-11,,"哼。。。。差别待遇喔！","哼。。。。差别待遇喔！"
Conversation-25-01-12,,"别吵了，大家都没事吧！这里好象就是敌方的根据地之一，我们要特别小心。。。。","别吵了，大家都没事吧！这里好象就是敌方的根据地之一，我们要特别小心。。。。"
Conversation-25-01-13,,"咦！那边有人在对峙着。。好象有我们一族的龙人呢！","咦！那边有人在对峙着。。好象有我们一族的龙人呢！"
Conversation-25-01-14,,"真的？那陛下人一定在里面！圣寇拉斯陛下！","真的？那陛下人一定在里面！圣寇拉斯陛下！"
Conversation-25-01-15,,"有人认识我吗？啊！是巴拿罗西亚和凯拉斯！","有人认识我吗？啊！是巴拿罗西亚和凯拉斯！"
Conversation-25-01-16,,"陛下，我们总算找到您了！","陛下，我们总算找到您了！"
Conversation-25-01-17,,"圣寇拉斯，好久不见了，没想到会和你在这里会师！","圣寇拉斯，好久不见了，没想到会和你在这里会师！"
Conversation-25-01-18,,"啊！原来是约拿先生，好极啦，有你手下这批生力军，这下子就没问题了！","啊！原来是约拿先生，好极啦，有你手下这批生力军，这下子就没问题了！"
Conversation-25-01-19,,"哼，果然是你找来的援军没错，你们都准备死在这里吧！","哼，果然是你找来的援军没错，你们都准备死在这里吧！"
Conversation-25-01-20,,"这怪家伙还真嚣张，亚雷斯，我们合力宰了他！","这怪家伙还真嚣张，亚雷斯，我们合力宰了他！"
Conversation-25-01-21,,"对！送他去和他的前三个伙伴相会！","对！送他去和他的前三个伙伴相会！"
Conversation-25-01-22,,"什么！难道。。难道地水风三个魔神都已经被你们打败了？可恶！#我火魔神要替他们一并把这笔血债讨回来！","什么！难道。。难道地水风三个魔神都已经被你们打败了？可恶！#我火魔神要替他们一并把这笔血债讨回来！"
Conversation-25-01-23,,"少罗嗦！有种就放马过来吧！","少罗嗦！有种就放马过来吧！"
Conversation-25-02-01,,"圣寇拉斯陛下，我们来迟了！","圣寇拉斯陛下，我们来迟了！"
Conversation-25-02-02,,"还不晚，先把火魔神打倒再说吧！","还不晚，先把火魔神打倒再说吧！"
Conversation-25-03-01,,"。。可恶，#主人不会放过你们的。啊。。#到时候你们就会和这世界一起毁灭。。。","。。可恶，#主人不会放过你们的。啊。。#到时候你们就会和这世界一起毁灭。。。"
Conversation-25-04-01,,"真是惊险的一战！约老头，你从哪里搬来这些生力军？如果没有他们，这一战的结果就会改观了。","真是惊险的一战！约老头，你从哪里搬来这些生力军？如果没有他们，这一战的结果就会改观了。"
Conversation-25-04-02,,"他们是一群富正义感的年轻勇士，因为机缘巧合同聚一堂，之后为了打倒暗中威胁这整个大陆的敌人而和我一起奋战至今。","他们是一群富正义感的年轻勇士，因为机缘巧合同聚一堂，之后为了打倒暗中威胁这整个大陆的敌人而和我一起奋战至今。"
Conversation-25-04-03,,"好极了，我正愁来不及召集一支够强的军队！据我调查的结果，这熔岩洞窟中有通道通往一个古代人的遗迹，据说从那里可以直达黄金瞄城堡。","好极了，我正愁来不及召集一支够强的军队！据我调查的结果，这熔岩洞窟中有通道通往一个古代人的遗迹，据说从那里可以直达黄金瞄城堡。"
Conversation-25-04-04,,"所谓的黄金的城堡，就是指敌人的根据地吗？","所谓的黄金的城堡，就是指敌人的根据地吗？"
Conversation-25-04-05,,"很难说，我们要去确认之后才知道。","很难说，我们要去确认之后才知道。"
