Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-03-01-01,,"过了这座桥，就快到以医术闻名的塞拉村了。这村子中的祭司医疗法术非常神奇，应该能治好悠妮的失忆怔。","过了这座桥，就快到以医术闻名的塞拉村了。这村子中的祭司医疗法术非常神奇，应该能治好悠妮的失忆怔。"
Conversation-03-01-02,,"希望如此。。。咦。。。","希望如此。。。咦。。。"
Conversation-03-01-03,,"。。呼。这回大概是追不上了。。。","。。呼。这回大概是追不上了。。。"
Conversation-03-01-04,,"铁诺，总算追上你了吧！这下子看你怎么逃！","铁诺，总算追上你了吧！这下子看你怎么逃！"
Conversation-03-01-05,,"你们到底和我有什么仇恨，非得要杀死我不可？！","你们到底和我有什么仇恨，非得要杀死我不可？！"
Conversation-03-01-06,,"若你能活到我们队长赶到的时候，你再自己去问他吧！","若你能活到我们队长赶到的时候，你再自己去问他吧！"
Conversation-03-01-07,,"可恶！我跟你们拼了！","可恶！我跟你们拼了！"
Conversation-03-01-08,,"哎呀！看，桥上有人准备要打架耶！","哎呀！看，桥上有人准备要打架耶！"
Conversation-03-01-09,,"以多打少，这太不公平了！走，亚雷斯，我们去帮助那个落单的人！","以多打少，这太不公平了！走，亚雷斯，我们去帮助那个落单的人！"
Conversation-03-01-10,,"索尔，我们还没搞清楚这是怎么一回事，这也太。。。","索尔，我们还没搞清楚这是怎么一回事，这也太。。。"
Conversation-03-01-11,,"看那些士兵蛮不讲理的样子，就知道他一定是好人！亚雷斯，你到底去不去？","看那些士兵蛮不讲理的样子，就知道他一定是好人！亚雷斯，你到底去不去？"
Conversation-03-01-12,,"去，去！我总不能看着你一个人去拼命，认识你算是我倒霉！","去，去！我总不能看着你一个人去拼命，认识你算是我倒霉！"
Conversation-03-01-13,,"我也去，我也去！","我也去，我也去！"
Conversation-03-01-14,,"既然如此，那么大家都去吧！走喽！","既然如此，那么大家都去吧！走喽！"
Conversation-03-02-01,,"铁诺，你果然很耐命！怪不得头子一定要我亲自来看看。。。不过，你的好运也到此为止了！","铁诺，你果然很耐命！怪不得头子一定要我亲自来看看。。。不过，你的好运也到此为止了！"
Conversation-03-02-02,,"如果不是这些年轻人帮忙的话，我早就没命了！不过既然我还活着，我还是要问你一个问题。到底谁命令你来杀我？","如果不是这些年轻人帮忙的话，我早就没命了！不过既然我还活着，我还是要问你一个问题。到底谁命令你来杀我？"
Conversation-03-02-03,,"告诉你也不要紧，是葛雷大人命令我们来除掉你的！","告诉你也不要紧，是葛雷大人命令我们来除掉你的！"
Conversation-03-02-04,,"葛雷？那个心胸狭窄的禁卫军统领？是为了三年前争夺卡罗那女孩的事吧？","葛雷？那个心胸狭窄的禁卫军统领？是为了三年前争夺卡罗那女孩的事吧？"
Conversation-03-02-05,,"你。。你怎么会知道这件事？","你。。你怎么会知道这件事？"
Conversation-03-02-06,,"秘密！不过你可以放心，我们都会帮你的。","秘密！不过你可以放心，我们都会帮你的。"
Conversation-03-02-07,,"可恶！帮他的都得死，何况你们已经知道了这个秘密，那就别怪我不留情！给我杀！","可恶！帮他的都得死，何况你们已经知道了这个秘密，那就别怪我不留情！给我杀！"
Conversation-03-03-01,,"真遗憾，我们已经尽力了，结果还是帮不了他。。。","真遗憾，我们已经尽力了，结果还是帮不了他。。。"
Conversation-03-03-02,,"也好，让他到地下和爱人相聚，也不用再四处躲避别人的追杀。。。。","也好，让他到地下和爱人相聚，也不用再四处躲避别人的追杀。。。。"
Conversation-03-03-03,,"希莉亚，你的真实身份究竟是什么？","希莉亚，你的真实身份究竟是什么？"
Conversation-03-03-04,,"秘密！总之，我们安葬他之后就赶快离开这里吧，要不然的话，麻烦可能还在后头呢！","秘密！总之，我们安葬他之后就赶快离开这里吧，要不然的话，麻烦可能还在后头呢！"
Conversation-03-03-05,,"就这么办吧！","就这么办吧！"
Conversation-03-04-01,,"我竟然会败在一批小鬼的手下。。。葛雷大人。。。","我竟然会败在一批小鬼的手下。。。葛雷大人。。。"
Conversation-03-04-02,,"多谢各位的帮忙，我才能逃过这次追杀。不过葛雷是不会就此罢手的，我在这片土地上，还是找不到安居之所。。。","多谢各位的帮忙，我才能逃过这次追杀。不过葛雷是不会就此罢手的，我在这片土地上，还是找不到安居之所。。。"
Conversation-03-04-03,,"那你可以加入我啊！像你这样老练的战士对我们来说是不可多得的伙伴，而我们一群人在一起，我保证葛雷不敢随便对你下手。","那你可以加入我啊！像你这样老练的战士对我们来说是不可多得的伙伴，而我们一群人在一起，我保证葛雷不敢随便对你下手。"
Conversation-03-04-04,,"小姐，你为什么会知道这些事，我。。。","小姐，你为什么会知道这些事，我。。。"
Conversation-03-04-05,,"秘密！反正你加入我们就是了！","秘密！反正你加入我们就是了！"
Conversation-03-04-06,,"哼！一副故作神秘的样子，真实个古灵精怪的丫头。","哼！一副故作神秘的样子，真实个古灵精怪的丫头。"
Conversation-03-04-07,,"你说什么？我可是在位你们增加有利的伙伴呢！","你说什么？我可是在位你们增加有利的伙伴呢！"
Conversation-03-04-08,,"不稀罕！","不稀罕！"
Conversation-03-04-09,,"我已经决定了，如果各位不嫌弃我的话，以后就请多多关照。","我已经决定了，如果各位不嫌弃我的话，以后就请多多关照。"
Conversation-03-04-10,,"欢迎！不过，我们还是赶快离开此地，剩下的事以后再说了！","欢迎！不过，我们还是赶快离开此地，剩下的事以后再说了！"
Conversation-03-04-11,,"说得对，我们上路吧！","说得对，我们上路吧！"
Conversation-03-99-01,,"卡罗那。。。。。。！","卡罗那。。。。。。！"
