Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-12-01-01,,"过了这山道，就到我们位在北森林的城镇了。#你们可以先在那里休息一下。。。。","过了这山道，就到我们位在北森林的城镇了。#你们可以先在那里休息一下。。。。"
Conversation-12-01-02,,"瞧，前面有人呢！","瞧，前面有人呢！"
Conversation-12-01-03,,"咦？#又是一大群兽人，还有。。。","咦？#又是一大群兽人，还有。。。"
Conversation-12-01-04,,"哎呀，有救了有救了！#救命啊！","哎呀，有救了有救了！#救命啊！"
Conversation-12-01-05,,"你为什么会被兽人追杀呢？#我好想知道，赶快告诉我！","你为什么会被兽人追杀呢？#我好想知道，赶快告诉我！"
Conversation-12-01-06,,"如果你能打败这些兽人救我一命，我不但告诉你为什么，还可以额外告诉你一个大秘密！","如果你能打败这些兽人救我一命，我不但告诉你为什么，还可以额外告诉你一个大秘密！"
Conversation-12-01-07,,"呀！#听起来很有趣，我答应。。。","呀！#听起来很有趣，我答应。。。"
Conversation-12-01-08,,"喂！#不要给大伙找麻烦。。。","喂！#不要给大伙找麻烦。。。"
Conversation-12-01-09,,"没关系，反正我们急着要过这山道，顺便摆平这些兽人也没什么不好。#索尔，我说的没错吧？","没关系，反正我们急着要过这山道，顺便摆平这些兽人也没什么不好。#索尔，我说的没错吧？"
Conversation-12-01-10,,"亚雷斯，你越来越了解我了，不过何必这么啰唆——咱们说上就上！#杀啊！","亚雷斯，你越来越了解我了，不过何必这么啰唆——咱们说上就上！#杀啊！"
Conversation-12-01-11,,"这小子真是。。。","这小子真是。。。"
Conversation-12-02-01,,"可恶。。但是还没有结束。。。","可恶。。但是还没有结束。。。"
Conversation-12-02-02,,"我叫做米亚斯多德。#感谢各位的帮忙，我才能捡回一命。","我叫做米亚斯多德。#感谢各位的帮忙，我才能捡回一命。"
Conversation-12-02-03,,"米亚。。好啰唆的名字，你不是说，救了你你就会告诉我们什么大秘密吗？快说吧！","米亚。。好啰唆的名字，你不是说，救了你你就会告诉我们什么大秘密吗？快说吧！"
Conversation-12-02-04,,"嘿,其实这个秘密你们不一定会有兴趣，不过我还是说出来好了。#昨天夜里我偷听到兽人部队的谈话，它们要进攻精灵城镇哈斯米尔。。。","嘿,其实这个秘密你们不一定会有兴趣，不过我还是说出来好了。#昨天夜里我偷听到兽人部队的谈话，它们要进攻精灵城镇哈斯米尔。。。"
Conversation-12-02-05,,"什么！#那不是我们的故乡吗？","什么！#那不是我们的故乡吗？"
Conversation-12-02-06,,"糟了！#我们要赶快回去警告镇民们才行！","糟了！#我们要赶快回去警告镇民们才行！"
Conversation-12-02-07,,"哈斯米尔不是位在北森林的精灵都城吗？#这可奇怪了，兽人族什么时候有胆量攻打精灵族了？","哈斯米尔不是位在北森林的精灵都城吗？#这可奇怪了，兽人族什么时候有胆量攻打精灵族了？"
Conversation-12-02-08,,"但我确实看到相当庞大的兽人部队集结，它们总该不是在大露营吧？","但我确实看到相当庞大的兽人部队集结，它们总该不是在大露营吧？"
Conversation-12-02-09,,"这不重要，我们赶快前往哈斯米尔，帮精灵族打退兽人大军。#不好意思，这回又要麻烦你们了。。。","这不重要，我们赶快前往哈斯米尔，帮精灵族打退兽人大军。#不好意思，这回又要麻烦你们了。。。"
Conversation-12-02-10,,"既然是朋友的事，我们怎能袖手旁观呢！#我们赶埫上路吧，要不然就真的来不及了！","既然是朋友的事，我们怎能袖手旁观呢！#我们赶埫上路吧，要不然就真的来不及了！"
