Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-09-01-01,,"希莉亚，看来你父王的大军已经在等我们了！","希莉亚，看来你父王的大军已经在等我们了！"
Conversation-09-01-02,,"放心，交给我就是了。","放心，交给我就是了。"
Conversation-09-01-03,,"殿下，以您王国公主的身份怎可和这些盗贼为伍？陛下已下令逮捕这帮盗贼，让属下迎接殿下回宫，这些盗贼交给禁卫军处理就可以了。","殿下，以您王国公主的身份怎可和这些盗贼为伍？陛下已下令逮捕这帮盗贼，让属下迎接殿下回宫，这些盗贼交给禁卫军处理就可以了。"
Conversation-09-01-04,,"莱汀，我一直以为你是个聪明人，难道连你也不相信我吗？赶快把这些禁卫军撤走我要去见父王，把事情说个清楚。","莱汀，我一直以为你是个聪明人，难道连你也不相信我吗？赶快把这些禁卫军撤走我要去见父王，把事情说个清楚。"
Conversation-09-01-05,,"公主殿下，陛下有令在先，把这帮匪徒通通抓起来再说，如果您还是要护着他们的话，那属下就得罪了。","公主殿下，陛下有令在先，把这帮匪徒通通抓起来再说，如果您还是要护着他们的话，那属下就得罪了。"
Conversation-09-01-06,,"莱汀，你敢对我动手！","莱汀，你敢对我动手！"
Conversation-09-01-07,,"公主殿下，请原谅属下的无礼。来人，把这群盗匪都给我抓起来！","公主殿下，请原谅属下的无礼。来人，把这群盗匪都给我抓起来！"
Conversation-09-02-01,,"唔。。公主殿下，您为何。。为何要带这些人来加害陛下。。。","唔。。公主殿下，您为何。。为何要带这些人来加害陛下。。。"
Conversation-09-02-02,,"莱汀，我怎么会想要加害父王！宫中到底发生了什么事？","莱汀，我怎么会想要加害父王！宫中到底发生了什么事？"
Conversation-09-02-03,,"。。前几天有刺客夜袭陛下的寝宫，想要抓走陛下，幸好打斗声惊醒了侍卫，卫兵冲进来救驾，陛下才幸免于难。。","。。前几天有刺客夜袭陛下的寝宫，想要抓走陛下，幸好打斗声惊醒了侍卫，卫兵冲进来救驾，陛下才幸免于难。。"
Conversation-09-02-04,,"有这种事？！说下去！","有这种事？！说下去！"
Conversation-09-02-05,,"刺客临走前扬言，几天之内一定会在来。。。。陛下遭到这种惊吓，几天来一直在床上修养。。","刺客临走前扬言，几天之内一定会在来。。。。陛下遭到这种惊吓，几天来一直在床上修养。。"
Conversation-09-02-06,,"这件事又为何扯到我们身上？","这件事又为何扯到我们身上？"
Conversation-09-02-07,,"为了搜查可疑分子，我们在王国各处派出调查队，结果又发现了不少怪事，例如普里兹港的失踪事件，而你们又惹上调查队，结果。。。","为了搜查可疑分子，我们在王国各处派出调查队，结果又发现了不少怪事，例如普里兹港的失踪事件，而你们又惹上调查队，结果。。。"
Conversation-09-02-08,,"大臣们一致认为我们就是刺客？这太荒谬了！","大臣们一致认为我们就是刺客？这太荒谬了！"
Conversation-09-02-09,,"葛雷大人相当支持这种说法，所以命令我们禁卫军派兵攻击你们。。。","葛雷大人相当支持这种说法，所以命令我们禁卫军派兵攻击你们。。。"
Conversation-09-02-10,,"不是父王下令的吗？怎么又变成葛雷了？","不是父王下令的吗？怎么又变成葛雷了？"
Conversation-09-02-11,,"陛下多日来一直卧病在床，军令方面都是经由葛雷大人发布。。","陛下多日来一直卧病在床，军令方面都是经由葛雷大人发布。。"
Conversation-09-02-12,,"禁卫军队长莱汀，想不到你竟敢和盗匪勾结，我们奉葛雷大人之命将你逮捕！赶快束手就擒吧！","禁卫军队长莱汀，想不到你竟敢和盗匪勾结，我们奉葛雷大人之命将你逮捕！赶快束手就擒吧！"
Conversation-09-02-13,,"可恶，我明白了，葛雷这个该死的叛徒。。。","可恶，我明白了，葛雷这个该死的叛徒。。。"
Conversation-09-02-14,,"莱汀，照这样看来，父王处境危险，我们先设法杀进去再说！","莱汀，照这样看来，父王处境危险，我们先设法杀进去再说！"
Conversation-09-02-15,,"殿下，属下被奸人所骗，有负保护陛下的使命，请让属下和你们一起去！","殿下，属下被奸人所骗，有负保护陛下的使命，请让属下和你们一起去！"
Conversation-09-02-16,,"你受伤这么重，还是先。。。","你受伤这么重，还是先。。。"
Conversation-09-02-17,,"喂！希莉亚，现在情况紧急我看这家伙蛮能打的，叫玛琳用法术给他治一下伤就可以上阵了，应该可以多少帮上点忙吧！","喂！希莉亚，现在情况紧急我看这家伙蛮能打的，叫玛琳用法术给他治一下伤就可以上阵了，应该可以多少帮上点忙吧！"
Conversation-09-02-18,,"索尔，你说话也客气点。。。","索尔，你说话也客气点。。。"
Conversation-09-02-19,,"公主殿下，请给属下一个将功赎罪的机会！","公主殿下，请给属下一个将功赎罪的机会！"
Conversation-09-02-20,,"这不就好了吗？","这不就好了吗？"
Conversation-09-02-21,,"好吧，容我再借重一次大家的力量！我们上！","好吧，容我再借重一次大家的力量！我们上！"
Conversation-09-03-01,,"不得了了！葛雷大人被杀了！","不得了了！葛雷大人被杀了！"
Conversation-09-03-02,,"把话讲清楚一点！到底是怎么一回事？","把话讲清楚一点！到底是怎么一回事？"
Conversation-09-03-03,,"我。。我是葛雷大人房外的卫兵，刚才忽然听到房内传出一阵惨叫声，我冲进去一看葛雷大人已经倒在地上不省人事了。。","我。。我是葛雷大人房外的卫兵，刚才忽然听到房内传出一阵惨叫声，我冲进去一看葛雷大人已经倒在地上不省人事了。。"
Conversation-09-03-04,,"有这种事！公主殿下，看来王城内情势险恶，我先进去探察一番，再回来向殿下报告！","有这种事！公主殿下，看来王城内情势险恶，我先进去探察一番，再回来向殿下报告！"
Conversation-09-03-05,,"小心点！","小心点！"
