Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-02-01-01,,"我们已经抵达罗德阵了。听说这里是沿岸最繁荣的城镇，我们可以在这里歇一下，顺便到酒店里打听一下消息。。。","我们已经抵达罗德阵了。听说这里是沿岸最繁荣的城镇，我们可以在这里歇一下，顺便到酒店里打听一下消息。。。"
Conversation-02-01-02,,"亚雷斯，我看你的情报有误，这里连半个人都没有，倒像是座鬼城！","亚雷斯，我看你的情报有误，这里连半个人都没有，倒像是座鬼城！"
Conversation-02-01-03,,"我好怕。。。","我好怕。。。"
Conversation-02-01-04,,"这可怪了，上次我和老爹来这里买酒的时候，镇上还热闹得很啊！怎么会。。。","这可怪了，上次我和老爹来这里买酒的时候，镇上还热闹得很啊！怎么会。。。"
Conversation-02-01-06,,"啊！强盗来啦！快跑啊！","啊！强盗来啦！快跑啊！"
Conversation-02-01-07,,"等等！我们不是海盗！","等等！我们不是海盗！"
Conversation-02-01-08,,"你们不是海盗，那你们是来干什么的？","你们不是海盗，那你们是来干什么的？"
Conversation-02-01-09,,"我们不过是路过此镇，想在镇上休息一下而已！请把事情说清楚，说不定我可以助各位一臂之力！","我们不过是路过此镇，想在镇上休息一下而已！请把事情说清楚，说不定我可以助各位一臂之力！"
Conversation-02-01-10,,"哎？你们这些小毛头能做什么？穷凶极恶的海盗团预告要在此时洗劫此镇，镇上的人都跑光了，我们是回来多带走一些财物的，马上也要逃离此地。你们也快逃吧，要是碰上了那群海盗就糟了！","哎？你们这些小毛头能做什么？穷凶极恶的海盗团预告要在此时洗劫此镇，镇上的人都跑光了，我们是回来多带走一些财物的，马上也要逃离此地。你们也快逃吧，要是碰上了那群海盗就糟了！"
Conversation-02-01-11,,"。。。！！！","。。。！！！"
Conversation-02-01-12,,"呀呼！我们照预告准时到达！咦，居然还有不怕死的没走？","呀呼！我们照预告准时到达！咦，居然还有不怕死的没走？"
Conversation-02-01-13,,"啊！强盗来了！完啦！","啊！强盗来了！完啦！"
Conversation-02-01-14,,"我们不是说过，我们来的时候不准有人留在镇上吗？你们是活得不耐烦了！","我们不是说过，我们来的时候不准有人留在镇上吗？你们是活得不耐烦了！"
Conversation-02-01-15,,"。。。啊，强盗大人，请放我们一马，以后不敢了。。。","。。。啊，强盗大人，请放我们一马，以后不敢了。。。"
Conversation-02-01-16,,"这些强盗真猖狂啊！索尔，我们来教训他们一顿！","这些强盗真猖狂啊！索尔，我们来教训他们一顿！"
Conversation-02-01-17,,"什么教训！不给这些家伙悔改的机会，把他们全宰了再说！","什么教训！不给这些家伙悔改的机会，把他们全宰了再说！"
Conversation-02-01-18,,"我赞成！","我赞成！"
Conversation-02-01-19,,"哎呀！那群小子说要把咱们全宰了呢！","哎呀！那群小子说要把咱们全宰了呢！"
Conversation-02-01-20,,"好可怕啊！我好怕！","好可怕啊！我好怕！"
Conversation-02-01-21,,"既然如此，我们就陪他们玩玩！上！","既然如此，我们就陪他们玩玩！上！"
Conversation-02-02-01,,"咦？弟兄们在干什么？他们早该把事情干好了吧？","咦？弟兄们在干什么？他们早该把事情干好了吧？"
Conversation-02-02-02,,"好像和别人打得正起劲呢！","好像和别人打得正起劲呢！"
Conversation-02-02-03,,"我看到有漏网之鱼向这边逃来呢！我们先打发他们再说。","我看到有漏网之鱼向这边逃来呢！我们先打发他们再说。"
Conversation-02-02-04,,"救命啊！这里又有强盗出现了！","救命啊！这里又有强盗出现了！"
Conversation-02-02-05,,"可恶，没想到敌人竟然分兵两路。。。","可恶，没想到敌人竟然分兵两路。。。"
Conversation-02-02-06,,"不管怎样，得想办法援救那些无辜的村民。","不管怎样，得想办法援救那些无辜的村民。"
Conversation-02-02-07,,"怎么办呢？索尔。。。","怎么办呢？索尔。。。"
Conversation-02-02-08,,"啊，你们，往东南边逃吧！","啊，你们，往东南边逃吧！"
Conversation-02-02-09,,"好的！大伙往东南边逃吧！","好的！大伙往东南边逃吧！"
Conversation-02-03-01,,"谢谢各位的帮助，让我们逃过一劫！","谢谢各位的帮助，让我们逃过一劫！"
Conversation-02-03-99,,"谢谢各位的帮助，这是一点小意思，请收下！","谢谢各位的帮助，这是一点小意思，请收下！"
Conversation-02-03-02,,"好棒！好棒！打的真漂亮！","好棒！好棒！打的真漂亮！"
Conversation-02-03-03,,"咦？那里蹦出来的野丫头？","咦？那里蹦出来的野丫头？"
Conversation-02-03-04,,"说话客气点！我可不是野丫头。刚才你们在打的时候，我一直都躲在屋子里看，真是看了一场好戏。","说话客气点！我可不是野丫头。刚才你们在打的时候，我一直都躲在屋子里看，真是看了一场好戏。"
Conversation-02-03-05,,"小姐，你的胆量可真大。有什么我们能效劳的吗？","小姐，你的胆量可真大。有什么我们能效劳的吗？"
Conversation-02-03-06,,"也没什么啦，只是想问问你们，你们这么好的身手，应该不只是来这里打强盗的吧？","也没什么啦，只是想问问你们，你们这么好的身手，应该不只是来这里打强盗的吧？"
Conversation-02-03-07,,"是这样的，我们想医治这个女孩子的失忆症，并且送她回家。","是这样的，我们想医治这个女孩子的失忆症，并且送她回家。"
