Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-06-01-01,,"奇怪了，约拿好象不在城里，只好先来这里找找看了。。","奇怪了，约拿好象不在城里，只好先来这里找找看了。。"
Conversation-06-01-02,,"前面好象有士兵在巡逻，大家要小心点！","前面好象有士兵在巡逻，大家要小心点！"
Conversation-06-01-03,,"喂！你们站住！这里不是禁止进入了吗？你们来这里干什么？","喂！你们站住！这里不是禁止进入了吗？你们来这里干什么？"
Conversation-06-01-04,,"真抱歉，我们是来找人的。。","真抱歉，我们是来找人的。。"
Conversation-06-01-05,,"找什么找，这里什么人都没有！回去回去！。。。。咦？等等，你们通通给我站住！","找什么找，这里什么人都没有！回去回去！。。。。咦？等等，你们通通给我站住！"
Conversation-06-01-06,,"又怎么了？","又怎么了？"
Conversation-06-01-07,,"你是艾迪沙林斯吧！自从上次你们一伙抢劫了维克勒城之后，我们一直在找你，想不到你居然跑去当别人的护卫了！","你是艾迪沙林斯吧！自从上次你们一伙抢劫了维克勒城之后，我们一直在找你，想不到你居然跑去当别人的护卫了！"
Conversation-06-01-08,,"。。。。。。。。","。。。。。。。。"
Conversation-06-01-09,,"所以啊，我看你还是乖乖束手就擒，跟我们回去，这样对你比较好。恩？","所以啊，我看你还是乖乖束手就擒，跟我们回去，这样对你比较好。恩？"
Conversation-06-01-10,,"等一下！护卫是爸爸派给我的，你们要抓走他，叫我回去怎么交代？","等一下！护卫是爸爸派给我的，你们要抓走他，叫我回去怎么交代？"
Conversation-06-01-11,,"那可不干我们的事！再无理取闹的话，就连你也一起逮捕！","那可不干我们的事！再无理取闹的话，就连你也一起逮捕！"
Conversation-06-01-12,,"你敢！","你敢！"
Conversation-06-01-13,,"那边在吵什么吵？","那边在吵什么吵？"
Conversation-06-01-14,,"队长，我在这群人中发现一个通缉犯，但他的主人拒绝让我们逮捕他。","队长，我在这群人中发现一个通缉犯，但他的主人拒绝让我们逮捕他。"
Conversation-06-01-15,,"那就全部抓起来！拒捕者格杀勿论！","那就全部抓起来！拒捕者格杀勿论！"
Conversation-06-01-16,,"看来我们又有麻烦了，索尔，怎么办？","看来我们又有麻烦了，索尔，怎么办？"
Conversation-06-01-17,,"这些士兵也太蛮横了！亚雷斯，我们上！","这些士兵也太蛮横了！亚雷斯，我们上！"
Conversation-06-01-18,,"这下子想不打都不行喽！","这下子想不打都不行喽！"
Conversation-06-02-01,,"看你们的身手不象是普通人，你们到底是谁？","看你们的身手不象是普通人，你们到底是谁？"
Conversation-06-02-02,,"刚刚说过了，我们只是普通的旅行者罢了。","刚刚说过了，我们只是普通的旅行者罢了。"
Conversation-06-02-03,,"不可能！你们绝对不是普通的旅行者！","不可能！你们绝对不是普通的旅行者！"
Conversation-06-02-04,,"信不信由你了！","信不信由你了！"
Conversation-06-02-05,,"可恨！这些人还真强，弟兄们再撑一会儿莱汀大人就来了，再撑一会儿！","可恨！这些人还真强，弟兄们再撑一会儿莱汀大人就来了，再撑一会儿！"
Conversation-06-02-06,,"看他们的样子似乎还有援军！大家，先把小队长打倒吧！","看他们的样子似乎还有援军！大家，先把小队长打倒吧！"
Conversation-06-03-01,,"小队长，这是怎么一回事？","小队长，这是怎么一回事？"
Conversation-06-03-02,,"莱。。莱汀大人！这一群匪徒公然拒捕，他们战技高超，我们正尝试要那下他。。 ","莱。。莱汀大人！这一群匪徒公然拒捕，他们战技高超，我们正尝试要那下他。。 "
Conversation-06-03-03,,"原来不过是些匪徒而已，通通给我抓起来！","原来不过是些匪徒而已，通通给我抓起来！"
Conversation-06-04-01,,"你。。你们不是一般的匪徒，你们。。到底有何目的？。。","你。。你们不是一般的匪徒，你们。。到底有何目的？。。"
Conversation-06-04-02,,"这一切只是误会而已，我们。。。。","这一切只是误会而已，我们。。。。"
Conversation-06-05-01,,"天啊！你们居然攻击王国派来的调查队，还把小队长给杀了，难道你们不怕被全王国军通缉吗？","天啊！你们居然攻击王国派来的调查队，还把小队长给杀了，难道你们不怕被全王国军通缉吗？"
Conversation-06-05-02,,"这只是一场误会，可是他们不肯听我们解释。。。","这只是一场误会，可是他们不肯听我们解释。。。"
Conversation-06-05-03,,"哎，现在说什么都没有用啦！你们到底是来干什么的？","哎，现在说什么都没有用啦！你们到底是来干什么的？"
Conversation-06-05-04,,"我们来此找贤者约拿。。","我们来此找贤者约拿。。"
Conversation-06-05-05,,"你们是来找约拿的？约拿两天前就已经离开此地了。","你们是来找约拿的？约拿两天前就已经离开此地了。"
Conversation-06-05-06,,"为什么？听说他近年来很少离开普里兹港的啊！","为什么？听说他近年来很少离开普里兹港的啊！"
Conversation-06-05-07,,"是没错。不过这个港城最近夜里发生不少宗失踪事件，状况严重到连王国都派守备队来调查了，想必你们还不知道吧！","是没错。不过这个港城最近夜里发生不少宗失踪事件，状况严重到连王国都派守备队来调查了，想必你们还不知道吧！"
Conversation-06-05-08,,"怪不得码头一带到处都是士兵。","怪不得码头一带到处都是士兵。"
Conversation-06-05-09,,"我叫做贝克威，和约拿算是满熟的朋友。前两天他来找我，说他发现一件大阴谋，和连日来的失踪事件有关，必须立刻前去调查。他委托我一些事之后就离开了。。","我叫做贝克威，和约拿算是满熟的朋友。前两天他来找我，说他发现一件大阴谋，和连日来的失踪事件有关，必须立刻前去调查。他委托我一些事之后就离开了。。"
Conversation-06-05-10,,"真倒霉，那这趟不就又白跑了吗？还因此和王国军结了怨。。","真倒霉，那这趟不就又白跑了吗？还因此和王国军结了怨。。"
Conversation-06-05-11,,"你是在指我吗？这又不全是我的错！","你是在指我吗？这又不全是我的错！"
Conversation-06-05-12,,"你还敢说，要不是因为你爸爸派给你的护卫。。","你还敢说，要不是因为你爸爸派给你的护卫。。"
Conversation-06-05-13,,"好拉好拉！吵架解决不了事情，这样吧，约拿约了我两天后到亚克斯王国的王城去和他碰面，既然你们有事找他，就和我一起去好了。","好拉好拉！吵架解决不了事情，这样吧，约拿约了我两天后到亚克斯王国的王城去和他碰面，既然你们有事找他，就和我一起去好了。"
Conversation-06-05-14,,"嘎？到王城去？那我们不是自投罗网吗？","嘎？到王城去？那我们不是自投罗网吗？"
Conversation-06-05-15,,"这个你们倒可以不用担心，我保证一定不会有事的。","这个你们倒可以不用担心，我保证一定不会有事的。"
Conversation-06-05-16,,"希丽亚，你为什么敢做这种保证？","希丽亚，你为什么敢做这种保证？"
Conversation-06-05-17,,"这是秘密，不告诉你！","这是秘密，不告诉你！"
Conversation-06-05-18,,"好，既然如此，我们就准备上路吧！贝克威先生，您怎样呢？","好，既然如此，我们就准备上路吧！贝克威先生，您怎样呢？"
Conversation-06-05-19,,"先和我回城里一趟，等我收拾一下东西，待会儿就可以启程了。走吧！","先和我回城里一趟，等我收拾一下东西，待会儿就可以启程了。走吧！"
