Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-28-01-01,,"这里就是黄金城吗？好奇怪的建筑，这哪像什么城堡！","这里就是黄金城吗？好奇怪的建筑，这哪像什么城堡！"
Conversation-28-01-02,,"说是一座金属作成的要塞还差不多，从外面的云海看来，我们好象是在很高的地方。","说是一座金属作成的要塞还差不多，从外面的云海看来，我们好象是在很高的地方。"
Conversation-28-01-03,,"这里是用来传送机甲兵团到地上用的转送站，由此就可以进入黄金城内部。","这里是用来传送机甲兵团到地上用的转送站，由此就可以进入黄金城内部。"
Conversation-28-01-04,,"看来古代人必定拥有极高度的文明。。。。这种冶金和构筑的技术，绝对不是现有的文明或魔法所能做到的。","看来古代人必定拥有极高度的文明。。。。这种冶金和构筑的技术，绝对不是现有的文明或魔法所能做到的。"
Conversation-28-01-05,,"如果有时间的话，真希望能好好的研究一下此地。","如果有时间的话，真希望能好好的研究一下此地。"
Conversation-28-01-06,,"可惜我们没什么时间了，我怕那家伙会启动最终兵器「黑暗之焰」，无论如何我们要赶快找到他才行。。。。","可惜我们没什么时间了，我怕那家伙会启动最终兵器「黑暗之焰」，无论如何我们要赶快找到他才行。。。。"
Conversation-28-01-07,,"C-02地区，第一防卫队抵达。转送辨识及接站资料。","C-02地区，第一防卫队抵达。转送辨识及接站资料。"
Conversation-28-01-08,,"传送完成。目标及命令确认，防卫行动开始。","传送完成。目标及命令确认，防卫行动开始。"
Conversation-28-01-09,,"C-02地区，第二防卫队抵达。转送辨识及接站资料。","C-02地区，第二防卫队抵达。转送辨识及接站资料。"
Conversation-28-01-10,,"传送完成。目标及命令确认，防卫行动开始。","传送完成。目标及命令确认，防卫行动开始。"
Conversation-28-01-11,,"C-02地区，第三防卫队抵达。转送辨识及接站资料。","C-02地区，第三防卫队抵达。转送辨识及接站资料。"
Conversation-28-01-12,,"传送完成。目标及命令确认，防卫行动开始。","传送完成。目标及命令确认，防卫行动开始。"
Conversation-28-01-13,,"C-02地区，第四防卫队抵达。转送辨识及接站资料。","C-02地区，第四防卫队抵达。转送辨识及接站资料。"
Conversation-28-01-14,,"传送完成。目标及命令确认，防卫行动开始。","传送完成。目标及命令确认，防卫行动开始。"
Conversation-28-01-15,,"C-02地区，第五防卫队抵达。转送辨识及接站资料。","C-02地区，第五防卫队抵达。转送辨识及接站资料。"
Conversation-28-01-16,,"传送完成。目标及命令确认，防卫行动开始。","传送完成。目标及命令确认，防卫行动开始。"
Conversation-28-02-01,,"。。严重受损，指挥控制不能。。系统关闭。。。。","。。严重受损，指挥控制不能。。系统关闭。。。。"
Conversation-28-03-01,,"。。严重受损，指挥控制不能。。系统关闭。。。。","。。严重受损，指挥控制不能。。系统关闭。。。。"
Conversation-28-04-01,,"。。严重受损，指挥控制不能。。系统关闭。。。。","。。严重受损，指挥控制不能。。系统关闭。。。。"
Conversation-28-05-01,,"大家都没事吧？#我们赶快离开这里，要不敌方防卫队会不断向这里涌来。","大家都没事吧？#我们赶快离开这里，要不敌方防卫队会不断向这里涌来。"
Conversation-28-05-02,,"接下来要往哪里呢？","接下来要往哪里呢？"
Conversation-28-05-03,,"到黄金城的核心区域，我必须要夺回中枢系统的控制权，这样我就可以解除要塞中大部分防卫部队的战斗状态。","到黄金城的核心区域，我必须要夺回中枢系统的控制权，这样我就可以解除要塞中大部分防卫部队的战斗状态。"
Conversation-28-05-04,,"。。听不懂。#就照你说的吧！","。。听不懂。#就照你说的吧！"
Conversation-28-05-05,,"嘻，听不懂是正常的！#我来带路，往这边走！","嘻，听不懂是正常的！#我来带路，往这边走！"
Conversation-28-06-01,,"不。。。我不能输给那家伙。。索尔。。索。。。","不。。。我不能输给那家伙。。索尔。。索。。。"
