Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-20-01-01,,"咦！一阵子没来这里，沼泽的面积好象又变大了。。这里本来应该还是森林的。","咦！一阵子没来这里，沼泽的面积好象又变大了。。这里本来应该还是森林的。"
Conversation-20-01-02,,"沼泽会吞食森林？这种事我可没听过。","沼泽会吞食森林？这种事我可没听过。"
Conversation-20-01-03,,"这个死之沼泽是全大陆邪气最中的地方，什么事情都有可能大声，大家要特别小心。。。","这个死之沼泽是全大陆邪气最中的地方，什么事情都有可能大声，大家要特别小心。。。"
Conversation-20-01-04,,"安静！我听到前面有打斗声！","安静！我听到前面有打斗声！"
Conversation-20-01-05,,"可恶，看来传闻果然是真的。。。","可恶，看来传闻果然是真的。。。"
Conversation-20-01-06,,"我还是不能相信，这世界上居然有看不见的怪物！","我还是不能相信，这世界上居然有看不见的怪物！"
Conversation-20-01-07,,"你才刚被咬了一口而已，接受事实吧！","你才刚被咬了一口而已，接受事实吧！"
Conversation-20-01-08,,"嘿，认命吧！谁教你们误入这片沼泽！","嘿，认命吧！谁教你们误入这片沼泽！"
Conversation-20-01-09,,"首领有命，凡是进入这片沼泽的都得死！","首领有命，凡是进入这片沼泽的都得死！"
Conversation-20-01-10,,"谢多，我们现在该怎么办？","谢多，我们现在该怎么办？"
Conversation-20-01-11,,"。。。跟他们拼了！","。。。跟他们拼了！"
Conversation-20-01-12,,"那你们就受死吧！","那你们就受死吧！"
Conversation-20-01-13,,"从他们的话听来，好象是遇到了看不见的隐形怪物呢！","从他们的话听来，好象是遇到了看不见的隐形怪物呢！"
Conversation-20-01-14,,"有这种事？这对我们度过此地时可是一大威胁，恩。。。。 ","有这种事？这对我们度过此地时可是一大威胁，恩。。。。 "
Conversation-20-01-15,,"不如我们现在就出去和他们携手作战，强行越过这沼泽，同时也摸清楚这隐性怪物的底细。","不如我们现在就出去和他们携手作战，强行越过这沼泽，同时也摸清楚这隐性怪物的底细。"
Conversation-20-01-16,,"我赞成！坐视无辜旅人被敌方攻击，这可不是我们的一贯作风！","我赞成！坐视无辜旅人被敌方攻击，这可不是我们的一贯作风！"
Conversation-20-01-17,,"既然如此，我们就上阵吧！不过对手中有看不见的家伙，大家要谨慎些！","既然如此，我们就上阵吧！不过对手中有看不见的家伙，大家要谨慎些！"
Conversation-20-02-01,,"这虽是一场苦战，但感谢神庇佑我们获得最后的胜利。#对了，你们是怎么碰上这件怪事的？","这虽是一场苦战，但感谢神庇佑我们获得最后的胜利。#对了，你们是怎么碰上这件怪事的？"
Conversation-20-02-02,,"我们在行经此地时，忽然就遭到这些家伙和隐形的沼泽怪物的攻击，幸好各位赶来援助，不然我们大概已经不明不白的死在这里了。","我们在行经此地时，忽然就遭到这些家伙和隐形的沼泽怪物的攻击，幸好各位赶来援助，不然我们大概已经不明不白的死在这里了。"
Conversation-20-02-03,,"为何那些家伙要封锁死之沼泽？想要阻止我们前往北方吗？","为何那些家伙要封锁死之沼泽？想要阻止我们前往北方吗？"
Conversation-20-02-04,,"可能和来路不明的黑暗军进攻「圣灵之塔」一事有关。。。。","可能和来路不明的黑暗军进攻「圣灵之塔」一事有关。。。。"
Conversation-20-02-05,,"什么？真有此事？","什么？真有此事？"
