Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-22-01-01,,"一路来到了塔顶，居然都没有遇到敌人，真是奇怪！","一路来到了塔顶，居然都没有遇到敌人，真是奇怪！"
Conversation-22-01-02,,"索尔，不要掉以轻心！说不定敌人都集中在塔顶等我们呢！","索尔，不要掉以轻心！说不定敌人都集中在塔顶等我们呢！"
Conversation-22-01-03,,"亚雷斯，你好象说对了！塔顶上有一大群人耶！","亚雷斯，你好象说对了！塔顶上有一大群人耶！"
Conversation-22-01-04,,"哦？","哦？"
Conversation-22-01-05,,"呼呼呼，你们来得比我预期的还早些，不过也没关系，等我把你们都解决后再来办事就好了。。。。","呼呼呼，你们来得比我预期的还早些，不过也没关系，等我把你们都解决后再来办事就好了。。。。"
Conversation-22-01-06,,"你们执意要占领这圣灵之塔的理由，想必和你们在此进行的勾当有关吧！","你们执意要占领这圣灵之塔的理由，想必和你们在此进行的勾当有关吧！"
Conversation-22-01-07,,"哈哈哈，反正你们别想活着离开塔顶，所以告诉你们也无妨。#这座塔是大陆上最接近天空的地方，我的主人要在此建立一个传送点，如此他才能把麾下的军队从居城送到这大陆上。。。","哈哈哈，反正你们别想活着离开塔顶，所以告诉你们也无妨。#这座塔是大陆上最接近天空的地方，我的主人要在此建立一个传送点，如此他才能把麾下的军队从居城送到这大陆上。。。"
Conversation-22-01-08,,"居城？你们究竟是来自何处？你的主人又是谁？","居城？你们究竟是来自何处？你的主人又是谁？"
Conversation-22-01-09,,"我的主人是支配者，是创造者，也是毁灭者。。。。#其他的你们就不用知道了，准备受死吧！","我的主人是支配者，是创造者，也是毁灭者。。。。#其他的你们就不用知道了，准备受死吧！"
Conversation-22-01-10,,"准备要受死的是你吧！看剑！","准备要受死的是你吧！看剑！"
Conversation-22-01-11,,"对手的底细不明，大家要小心为战！","对手的底细不明，大家要小心为战！"
Conversation-22-02-01,,"嘎嘎。。。。。。！","嘎嘎。。。。。。！"
Conversation-22-02-02,,"来了吗，宰了这些家伙！","来了吗，宰了这些家伙！"
Conversation-22-02-03,,"嘎嘎嘎。。。！","嘎嘎嘎。。。！"
Conversation-22-03-01,,"咦？这是怎么回事？塔顶打成一片？","咦？这是怎么回事？塔顶打成一片？"
Conversation-22-03-02,,"喂这里打的正起劲，如果不想受伤就别过来！","喂这里打的正起劲，如果不想受伤就别过来！"
Conversation-22-03-03,,"别把人看扁了！我起码也是个龙骑士耶！","别把人看扁了！我起码也是个龙骑士耶！"
Conversation-22-03-04,,"龙骑士？好久没听到这个崇高的名号了。。。。你怎么会恰好来到这里呢？","龙骑士？好久没听到这个崇高的名号了。。。。你怎么会恰好来到这里呢？"
Conversation-22-03-05,,"说来话长，我自从不小心被抓之后就一直被关在所在不明的牢房中，几天前才被转送到这塔里。#刚才我听到塔顶有打斗声，看守的人又不在，就设法打破牢门出来看看。","说来话长，我自从不小心被抓之后就一直被关在所在不明的牢房中，几天前才被转送到这塔里。#刚才我听到塔顶有打斗声，看守的人又不在，就设法打破牢门出来看看。"
Conversation-22-03-06,,"原来如此，现在你打算怎么办？","原来如此，现在你打算怎么办？"
Conversation-22-03-07,,"当然是加入你们一行，修理那个大家伙啊！我要好好和清算这笔帐！","当然是加入你们一行，修理那个大家伙啊！我要好好和清算这笔帐！"
Conversation-22-03-08,,"手下败将，还不认输吗？这次我不会再客气了！","手下败将，还不认输吗？这次我不会再客气了！"
Conversation-22-03-09,,"少罗嗦！先应付完我这一剑再说！","少罗嗦！先应付完我这一剑再说！"
Conversation-22-04-01,,"。。这些卑贱的虫蚁。。为何会如此厉害。。。。主人。。。。","。。这些卑贱的虫蚁。。为何会如此厉害。。。。主人。。。。"
Conversation-22-04-02,,"哎！又失手了，本来这回我有更多话想问他。。。","哎！又失手了，本来这回我有更多话想问他。。。"
Conversation-22-04-03,,"没关系，我们得到了这传送法杖，只要启动他们布下的这个魔法阵，就可以直接传送到他们的根据地了。","没关系，我们得到了这传送法杖，只要启动他们布下的这个魔法阵，就可以直接传送到他们的根据地了。"
Conversation-22-04-04,,"希尔法，这种单程传送很可能一去不回，你不觉得太冒险了吗？","希尔法，这种单程传送很可能一去不回，你不觉得太冒险了吗？"
Conversation-22-04-05,,"没办法，眼看着敌人就要大举进攻了，只有前往他们的根据地做个彻底解决，才有可能阻止他们。为了保护精灵族和整个马拉大陆，我已有牺牲的决心。","没办法，眼看着敌人就要大举进攻了，只有前往他们的根据地做个彻底解决，才有可能阻止他们。为了保护精灵族和整个马拉大陆，我已有牺牲的决心。"
Conversation-22-04-06,,"这样吗。。。","这样吗。。。"
Conversation-22-04-07,,"等一下我就启动传送场，想去的就自行走进这魔法阵中，我绝不强迫。","等一下我就启动传送场，想去的就自行走进这魔法阵中，我绝不强迫。"
Conversation-22-04-08,,"你。。你们。。。","你。。你们。。。"
Conversation-22-04-09,,"希尔法，如果就这样让你一个人走，我约拿的名字会被今后的世人所耻笑。我可不是个贪生怕死的人，更不会在危难时抛弃朋友！","希尔法，如果就这样让你一个人走，我约拿的名字会被今后的世人所耻笑。我可不是个贪生怕死的人，更不会在危难时抛弃朋友！"
Conversation-22-04-10,,"既然都到了这里，那还有什么好怕的！我们相信，几位前辈的指挥和知识，一定能带领我们度过难关的。","既然都到了这里，那还有什么好怕的！我们相信，几位前辈的指挥和知识，一定能带领我们度过难关的。"
Conversation-22-04-11,,"就是说啊！马拉大陆上的强者在此济济一堂，要击溃敌人根据地有什么问题！希尔法大师，你要对我们自己有信心才对！","就是说啊！马拉大陆上的强者在此济济一堂，要击溃敌人根据地有什么问题！希尔法大师，你要对我们自己有信心才对！"
Conversation-22-04-12,,"谢谢。。谢谢大家这么相信我！既然如此，我这就启动传送魔法！","谢谢。。谢谢大家这么相信我！既然如此，我这就启动传送魔法！"
Conversation-22-04-13,,"哎，我等不及想看看我们会去的是个怎么样的地方！","哎，我等不及想看看我们会去的是个怎么样的地方！"
Conversation-22-04-14,,"马那得拉、亚布利加、艾米西得拉、伊多卡那瓦！","马那得拉、亚布利加、艾米西得拉、伊多卡那瓦！"
