Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-18-01-01,,"好长的吊桥！在这山岳决定搆筑这么长的吊桥，一定很不容易吧！","好长的吊桥！在这山岳决定搆筑这么长的吊桥，一定很不容易吧！"
Conversation-18-01-02,,"这吊桥通往哪里？","这吊桥通往哪里？"
Conversation-18-01-03,,"过了这道吊桥，地形便急转直下，通往史威特平原平冟和黑暗沼泽。。。","过了这道吊桥，地形便急转直下，通往史威特平原平冟和黑暗沼泽。。。"
Conversation-18-01-04,,"咦！有亲比我们先到此地了呢！","咦！有亲比我们先到此地了呢！"
Conversation-18-01-05,,"老爹，吊桥上有一个高大的骑士和一位老者，是吧？","老爹，吊桥上有一个高大的骑士和一位老者，是吧？"
Conversation-18-01-06,,"老者？莫非是。。。","老者？莫非是。。。"
Conversation-18-01-07,,"是他的背影没错！约拿先生！","是他的背影没错！约拿先生！"
Conversation-18-01-08,,"哎呀！可不是索非亚和贝克威吗？还带了一票小朋友呢，你们什么时候来的？","哎呀！可不是索非亚和贝克威吗？还带了一票小朋友呢，你们什么时候来的？"
Conversation-18-01-09,,"刚刚才到的，约拿先生，真高兴能遇见您。。","刚刚才到的，约拿先生，真高兴能遇见您。。"
Conversation-18-01-10,,"听说你们一路上战绩卓著，想必法术战技也都锻炼得不错了，这对我们日后与黑暗势力的决战大有助益。。","听说你们一路上战绩卓著，想必法术战技也都锻炼得不错了，这对我们日后与黑暗势力的决战大有助益。。"
Conversation-18-01-11,,"小心，约拿先生，您的背后有人！","小心，约拿先生，您的背后有人！"
Conversation-18-01-12,,"嘿嘿，由他们的话听来，这来头果然是约拿没错！","嘿嘿，由他们的话听来，这来头果然是约拿没错！"
Conversation-18-01-13,,"大家听清楚了，宰了他就可以获得丰厚的赏金！大家努力作战，回去就可以快活度日了！","大家听清楚了，宰了他就可以获得丰厚的赏金！大家努力作战，回去就可以快活度日了！"
Conversation-18-01-14,,"那还等什么？大伙儿上吧！","那还等什么？大伙儿上吧！"
Conversation-18-01-15,,"糟啦，由他们铠甲上的纹饰看来，我们好象有大麻烦了。。。","糟啦，由他们铠甲上的纹饰看来，我们好象有大麻烦了。。。"
Conversation-18-01-16,,"怎么回事？","怎么回事？"
