Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-08-01-01,,"看！城堡就在眼前了！","看！城堡就在眼前了！"
Conversation-08-01-02,,"可是，我们一路上居然都没遇到敌军，莫非。。。","可是，我们一路上居然都没遇到敌军，莫非。。。"
Conversation-08-01-03,,"你说对拉，他们都在这里等我们呢！","你说对拉，他们都在这里等我们呢！"
Conversation-08-01-04,,"大胆的盗贼，不管你们有多厉害，这里就是你们的葬身之处了！","大胆的盗贼，不管你们有多厉害，这里就是你们的葬身之处了！"
Conversation-08-01-05,,"等等！大家听我说，不要再打了！我们不是敌人。。。","等等！大家听我说，不要再打了！我们不是敌人。。。"
Conversation-08-01-06,,"你们以为这种话我会相信？你们当我是白痴吗？","你们以为这种话我会相信？你们当我是白痴吗？"
Conversation-08-01-07,,"无礼者！好吧，你瞧瞧这是什么！","无礼者！好吧，你瞧瞧这是什么！"
Conversation-08-01-08,,"咦？这是。。这是历代王后所拥有的[女神之泪]首饰！这首饰应该是在公主的手中，难道。。。","咦？这是。。这是历代王后所拥有的[女神之泪]首饰！这首饰应该是在公主的手中，难道。。。"
Conversation-08-01-09,,"没错，我就是亚克斯王国的公主希莉亚，我以公主之名命令你们立刻收起武器！","没错，我就是亚克斯王国的公主希莉亚，我以公主之名命令你们立刻收起武器！"
Conversation-08-01-10,,"可。。可是。。殿下您们攻击我军的探察队与士兵，此事证据确凿，为何殿下您会。。。","可。。可是。。殿下您们攻击我军的探察队与士兵，此事证据确凿，为何殿下您会。。。"
Conversation-08-01-11,,"我们和他们间发生了点误会这些士兵极为蛮横，不肯听我说明，只好先把他们打发掉拉！","我们和他们间发生了点误会这些士兵极为蛮横，不肯听我说明，只好先把他们打发掉拉！"
Conversation-08-01-12,,"队长，这的确是公主殿下没错！我们先迎接公主进城，余事以后再说。。。","队长，这的确是公主殿下没错！我们先迎接公主进城，余事以后再说。。。"
Conversation-08-01-13,,"这。。这怎么行！陛下亲自吩咐，要我把这些乱党消灭，我若没有做到，就是抵抗王命！","这。。这怎么行！陛下亲自吩咐，要我把这些乱党消灭，我若没有做到，就是抵抗王命！"
Conversation-08-01-14,,"可是。。。。","可是。。。。"
Conversation-08-01-15,,"不用多说了！谁敢违抗王命，一律杀无赦！弟兄们上啊！","不用多说了！谁敢违抗王命，一律杀无赦！弟兄们上啊！"
Conversation-08-01-16,,"公主，你放心！我身为史卡迪家的人，一定会舍命保护你的！","公主，你放心！我身为史卡迪家的人，一定会舍命保护你的！"
Conversation-08-01-17,,"洛娜，你竟敢违逆我的命令！你也准备死吧！","洛娜，你竟敢违逆我的命令！你也准备死吧！"
Conversation-08-02-01,,"公主殿下。。。。属下也是遵命行事，冒犯之处，请您原谅。。。。啊。。。","公主殿下。。。。属下也是遵命行事，冒犯之处，请您原谅。。。。啊。。。"
Conversation-08-02-02,,"哎！事情为什么会变成这样。。。。我得去见父王一面，把事情弄个清楚才行。","哎！事情为什么会变成这样。。。。我得去见父王一面，把事情弄个清楚才行。"
Conversation-08-02-03,,"公主殿下，现在宫中情势混乱，请容属下随行，以保护殿下的安全。","公主殿下，现在宫中情势混乱，请容属下随行，以保护殿下的安全。"
Conversation-08-02-04,,"刚才你说你是史卡迪家的人。。。。可是指骑士世家的史卡迪家族？","刚才你说你是史卡迪家的人。。。。可是指骑士世家的史卡迪家族？"
Conversation-08-02-05,,"是的！我史卡迪家的族人世代都担负保护王族的使命，如今虽然我家族只剩下我一个人，属下仍会尽忠职守，誓以性命保护殿下的安全。","是的！我史卡迪家的族人世代都担负保护王族的使命，如今虽然我家族只剩下我一个人，属下仍会尽忠职守，誓以性命保护殿下的安全。"
Conversation-08-02-06,,"我明白了，你就跟我来吧。。。。索尔，亚雷斯，以后我还要借重你们的力量，你们也和我一起进城吧！","我明白了，你就跟我来吧。。。。索尔，亚雷斯，以后我还要借重你们的力量，你们也和我一起进城吧！"
Conversation-08-02-07,,"希莉亚。。。。是王国公主？那悠妮的身份又是怎么一回事？","希莉亚。。。。是王国公主？那悠妮的身份又是怎么一回事？"
Conversation-08-02-08,,"很简单，是我们搞错拉。现在该怎么办？","很简单，是我们搞错拉。现在该怎么办？"
Conversation-08-02-09,,"事到如今，也只有跟着希莉亚进去看看了。走吧！","事到如今，也只有跟着希莉亚进去看看了。走吧！"
