Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-11-01-01,,"索非亚，你确定约拿是往这里走的吗？ ","索非亚，你确定约拿是往这里走的吗？ "
Conversation-11-01-02,,"他说他会一路往北，经由冰海的冰原到黑森林去，走这段行程的话，我想这条路应该不会错。。 ","他说他会一路往北，经由冰海的冰原到黑森林去，走这段行程的话，我想这条路应该不会错。。 "
Conversation-11-01-03,,"不知怎的，我总觉的气氛不大对。。#会不会是走错路了？","不知怎的，我总觉的气氛不大对。。#会不会是走错路了？"
Conversation-11-01-04,,"恩。。这附近的景色是看起来颇为陌生。#早知道不应该抄近路的。。。","恩。。这附近的景色是看起来颇为陌生。#早知道不应该抄近路的。。。"
Conversation-11-01-05,,"小心！#附近有人！","小心！#附近有人！"
Conversation-11-01-06,,"吼呜！。。#我看到前面有人类！怎么办？","吼呜！。。#我看到前面有人类！怎么办？"
Conversation-11-01-07,,"呼。。#知道这里有宝藏的应该只有我们啊！","呼。。#知道这里有宝藏的应该只有我们啊！"
Conversation-11-01-08,,"吼。。#管他的，妨隘我们的都得死！","吼。。#管他的，妨隘我们的都得死！"
Conversation-11-01-09,,"对，#先宰了他们再说！","对，#先宰了他们再说！"
Conversation-11-01-10,,"麻烦了，这种兽人低智商又不讲理，我们准备应战吧！","麻烦了，这种兽人低智商又不讲理，我们准备应战吧！"
Conversation-11-01-11,,"不过，他们提到的宝物是什么？","不过，他们提到的宝物是什么？"
Conversation-11-01-12,,"不知道。#此地应该离艾尔夫森林不远，可是这里的景色我却从未见过。。。","不知道。#此地应该离艾尔夫森林不远，可是这里的景色我却从未见过。。。"
Conversation-11-01-13,,"咦？你不是贝克威吗？#你怎么会跑到这里来了？","咦？你不是贝克威吗？#你怎么会跑到这里来了？"
Conversation-11-01-14,,"你是以前住在我家隔壁的珊嘛！#好久不见拉，听说你后来跟着大法师穆勒学法术去了。。#对了，你在这里干什么？","你是以前住在我家隔壁的珊嘛！#好久不见拉，听说你后来跟着大法师穆勒学法术去了。。#对了，你在这里干什么？"
Conversation-11-01-15,,"这里就是我们精灵族历代长老的藏宝之处，以前叫做[迷雾森林]的地方。。 ","这里就是我们精灵族历代长老的藏宝之处，以前叫做[迷雾森林]的地方。。 "
Conversation-11-01-16,,"对，我想起来了。。#这里一向有大雾笼罩，我从小就被告戒不准接近。。#这又怎么了？","对，我想起来了。。#这里一向有大雾笼罩，我从小就被告戒不准接近。。#这又怎么了？"
Conversation-11-01-17,,"最近天地异变，千年来保护此地的结界不知怎的失效了，这些兽人的知此地有宝物，就伺机前来抢夺。","最近天地异变，千年来保护此地的结界不知怎的失效了，这些兽人的知此地有宝物，就伺机前来抢夺。"
Conversation-11-01-18,,"有这种事？","有这种事？"
Conversation-11-01-19,,"吼。。#原来这些人都是你带来的！#都给我一起杀了！","吼。。#原来这些人都是你带来的！#都给我一起杀了！"
Conversation-11-01-20,,"贝克威，和我一起保护这些宝物吧！#至少不要让他们落入兽人手中。。。","贝克威，和我一起保护这些宝物吧！#至少不要让他们落入兽人手中。。。"
Conversation-11-01-21,,"可是我们还要赶路。。。","可是我们还要赶路。。。"
Conversation-11-01-22,,"没关系，趁此机会活动活动筋骨，也没什么不好啊！","没关系，趁此机会活动活动筋骨，也没什么不好啊！"
Conversation-11-01-23,,"谢了，索尔！#珊，你要多小心点！","谢了，索尔！#珊，你要多小心点！"
Conversation-11-01-24,,"不要紧，我躲在你后面就可以了，我知道你会保护我的！","不要紧，我躲在你后面就可以了，我知道你会保护我的！"
Conversation-11-01-25,,"说不过你。。。。#好！大家上吧！","说不过你。。。。#好！大家上吧！"
Conversation-11-02-01,,"有赖各位的帮助，终于把这些兽人驱离此地。。。。#我代表精灵族谢谢各位。","有赖各位的帮助，终于把这些兽人驱离此地。。。。#我代表精灵族谢谢各位。"
Conversation-11-02-02,,"小事一桩。#对了，贝克威先生，你难得遇见一个童年旧友，不留下来和她。。。。#好好聚聚吗？","小事一桩。#对了，贝克威先生，你难得遇见一个童年旧友，不留下来和她。。。。#好好聚聚吗？"
Conversation-11-02-03,,"约拿嘱咐的事情非常紧急，虽然这艾尔夫森林是我的家乡，我想我没时间在次停留。。","约拿嘱咐的事情非常紧急，虽然这艾尔夫森林是我的家乡，我想我没时间在次停留。。"
Conversation-11-02-04,,"非常紧急的事？#快告诉我！一定很有趣吧！","非常紧急的事？#快告诉我！一定很有趣吧！"
Conversation-11-02-05,,"珊！#这是很正经的事，可不是小孩时代的玩意。。。","珊！#这是很正经的事，可不是小孩时代的玩意。。。"
Conversation-11-02-06,,"什么！#你以为我在开玩笑！#好，我就和你一起去一趟，看看到底是什么大事！","什么！#你以为我在开玩笑！#好，我就和你一起去一趟，看看到底是什么大事！"
Conversation-11-02-07,,"别乱来！#这趟旅程相当危险，你还是乖乖呆在这里。。。","别乱来！#这趟旅程相当危险，你还是乖乖呆在这里。。。"
Conversation-11-02-08,,"既然旅程危险，我就不会担心你吗？#至少我也是大法师穆勒的高徒啊！","既然旅程危险，我就不会担心你吗？#至少我也是大法师穆勒的高徒啊！"
Conversation-11-02-09,,"哎！说不过你。。。。#反正你在家乡八成也一样不安分，就跟着我去好拉！","哎！说不过你。。。。#反正你在家乡八成也一样不安分，就跟着我去好拉！"
Conversation-11-02-10,,"太棒了，谢谢你！#我叫做珊，请大家以后多多指教！","太棒了，谢谢你！#我叫做珊，请大家以后多多指教！"
Conversation-11-02-11,,"欢迎加入！#那么，现在请你当向导带我们走过这片森林吧！","欢迎加入！#那么，现在请你当向导带我们走过这片森林吧！"
Conversation-11-02-12,,"没问题，大家跟我来！","没问题，大家跟我来！"
