Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-24-01-01,,"啊，无聊得要命。。到底还要飞多久啊！","啊，无聊得要命。。到底还要飞多久啊！"
Conversation-24-01-02,,"真神气，我们一天内就飞过了大陆西北部。。从方向看来，现在应该是在前往边界的山脉吧！","真神气，我们一天内就飞过了大陆西北部。。从方向看来，现在应该是在前往边界的山脉吧！"
Conversation-24-01-03,,"你是说「恶魔之山」吗？那一带全是未熄灭的火山啊！听说那里也是恶魔族的根据地。。难道恶魔族和这件事有关？","你是说「恶魔之山」吗？那一带全是未熄灭的火山啊！听说那里也是恶魔族的根据地。。难道恶魔族和这件事有关？"
Conversation-24-01-04,,"那倒不奇怪，恶魔族本来就栖息在黑暗和地狱般的炎热中，和其他种族向不往来，谁晓得它们暗地里会搞出些什么！","那倒不奇怪，恶魔族本来就栖息在黑暗和地狱般的炎热中，和其他种族向不往来，谁晓得它们暗地里会搞出些什么！"
Conversation-24-01-05,,"瞧，有人来迎接我们了！","瞧，有人来迎接我们了！"
Conversation-24-01-06,,"那。。那是什么？飞行的大岩石，上面有人？","那。。那是什么？飞行的大岩石，上面有人？"
Conversation-24-01-07,,"笨！那时魔法驱动的飞行装置，那些人是乘坐在上面的乘客！","笨！那时魔法驱动的飞行装置，那些人是乘坐在上面的乘客！"
Conversation-24-01-08,,"他们想干什么？想突破这里的空域前往火焰之谷吗？","他们想干什么？想突破这里的空域前往火焰之谷吗？"
Conversation-24-01-09,,"陛下吩咐过我们，绝䨍可让任何人从空中或地下经过此地的！","陛下吩咐过我们，绝䨍可让任何人从空中或地下经过此地的！"
Conversation-24-01-10,,"所以现在我们要宰了那些家伙！上吧！","所以现在我们要宰了那些家伙！上吧！"
Conversation-24-01-11,,"哇！对方来意不善呢！好象想要动手了！","哇！对方来意不善呢！好象想要动手了！"
Conversation-24-01-12,,"要在这种地方打吗？好象对我们很不利吧！","要在这种地方打吗？好象对我们很不利吧！"
Conversation-24-01-13,,"我们的伙伴中还有几个会飞的，勉强可以牵制敌方的攻势，你们只要在地上确实消灭敌人就可以了！","我们的伙伴中还有几个会飞的，勉强可以牵制敌方的攻势，你们只要在地上确实消灭敌人就可以了！"
Conversation-24-01-14,,"对方不过是会飞而已，有什么好怕的！我们先打了再说！","对方不过是会飞而已，有什么好怕的！我们先打了再说！"
Conversation-24-02-01,,"敌军似乎是负责镇守着一带的空域，以防止他人侵入。。看来恶魔之山一定有什么事发生，大媶要有心理准备，准备面队非常暄状况。。","敌军似乎是负责镇守着一带的空域，以防止他人侵入。。看来恶魔之山一定有什么事发生，大媶要有心理准备，准备面队非常暄状况。。"
Conversation-24-02-02,,"约拿老头，我们的高度好象开始下降了耶","约拿老头，我们的高度好象开始下降了耶"
Conversation-24-02-03,,"的确，而且越来越快了。。。。 ","的确，而且越来越快了。。。。 "
Conversation-24-02-04,,"哇啊啊啊！索尔，我好怕！","哇啊啊啊！索尔，我好怕！"
Conversation-24-02-05,,"希莉亚，抓紧我！悠妮，你也过来！ ","希莉亚，抓紧我！悠妮，你也过来！ "
Conversation-24-02-06,,"好。。。","好。。。"
Conversation-24-02-07,,"。。。。！啊，亚雷斯，我头好昏。。。。","。。。。！啊，亚雷斯，我头好昏。。。。"
Conversation-24-02-08,,"不要紧吧？来，抓紧我！","不要紧吧？来，抓紧我！"
Conversation-24-02-09,,"谢谢，亚雷斯，你真好。。。。","谢谢，亚雷斯，你真好。。。。"
Conversation-24-02-10,,"约拿老头啊，我就说嘛，现在的女孩子要比以前大胆多了，连现在这种炶况都可以拿来作调情的机会，看来我们都落伍喽！","约拿老头啊，我就说嘛，现在的女孩子要比以前大胆多了，连现在这种炶况都可以拿来作调情的机会，看来我们都落伍喽！"
Conversation-24-02-11,,"希尔法，如果你不想被他们一脚踹下这飞行岩的话，我建议你在我们着陆前最好保持安静。。。。","希尔法，如果你不想被他们一脚踹下这飞行岩的话，我建议你在我们着陆前最好保持安静。。。。"
